image_id,caption,fitCount,gtNum,fluency,diversity,humor_score,humor,benign
sonicdrivein_1102,"#1, you.",0,1,0.35596123,0.5154501,0.8563192486763,1,-9.43827
sonicdrivein_2185,look at those # dreamcat s you can buy in store.,1,1,0.86153036,0.5154501,0.2760154604911804,0,-8.064978
sonicdrivein_743,"hey's the thing you do when your mom is in town? just walk into a store and grab everything off of her desk! so get up there, kick it down to ya’ or something.",5,1,0.7932337,0.5154501,0.2518729269504547,0,-0.0010956482
sonicdrivein_1729,"we get the home, and we got to like three of these.",3,1,0.54123294,0.5154501,0.8796449303627014,1,-9.154698
sonicdrivein_1367,ya'm not hungry.,0,1,0.4543174,0.5154501,0.6608203649520874,1,-8.996674
sonicdrivein_478,the's a food bomb.,0,1,0.21386103,0.5154501,0.3432440757751465,0,-7.4523034
sonicdrivein_2052,"oh oh, no! Oh my god.",0,1,0.95553553,0.5154501,0.7628507614135742,1,-6.2551646
sonicdrivein_491,"a message from my boyfriend: "" i love you so much and I can get a full day off for me too!"" 😱😭🤦‍♂️😂@iam_lisa.",1,1,0.933314,0.5154501,0.2357681989669799,0,-8.117351
sonicdrivein_204,you# 039; re gonna love this store! the guys in charge of delivery and stocking are so cool.,1,1,0.95637107,0.5154501,0.0569559186697006,0,-5.632382
sonicdrivein_1471,"when i said no to the hype, they gave me their s’s for my birthday.",2,1,0.95103276,0.5154501,0.3475898504257202,0,-8.633302
sonicdrivein_344,"i got you a, i hope this is what u wanted! just in case we have to do it again.",3,1,0.9470811,0.5154501,0.5314489603042603,1,-9.225323
sonicdrivein_2189,we bet this is the first time you've had to ask for a drink before chinnati pizza.,1,1,0.94810766,0.5154501,0.3367884457111358,0,-8.920786
sonicdrivein_532,what you ate for lunch? the can’s new! just wait and see if it works on a dog.,3,1,0.92363244,0.5154501,0.0287844855338335,0,-8.620482
sonicdrivein_1459,"the new menu is called, but you have to watch this with your feet.",2,1,0.9327337,0.5154501,0.3097184002399444,0,-8.508447
sonicdrivein_1566,"this summer's grill app is coming out, so make sure you get yours early!
the question of the week: what was your favorite childhood game? mine was always tag.",0,1,0.9717336,0.5154501,0.2240018099546432,0,-8.203372
sonicdrivein_1221,"when i'm not thinking about my car: have a sitter waiting at the front door of our house in to hell with us!
what is your favourite word?<|endoftext|>A study published by The Lancet on Monday, June 17th found that an estimated one billion people worldwide are living without access to safe drinking water.",9,1,0.9495812,0.5154501,0.0836251527070999,0,-0.0004407388
sonicdrivein_1623,a's a little bigger than the rest of them.,0,1,0.89303803,0.5154501,0.5819506645202637,1,-8.53565
sonicdrivein_1666,"spielberg says, “ i was with my mom on pizza for the first time.",0,1,0.95151514,0.5154501,0.4619998633861542,0,-2.2229033
sonicdrivein_1084,we are now.,0,1,0.8914272,0.5154501,0.476660668849945,0,-8.336593
sonicdrivein_556,"the mother of all donuts is here, and it s also time for a late-night sweet.",3,1,0.9597697,0.5154501,0.1390153020620346,0,-9.124903
sonicdrivein_1138,what do you think? i 'll tell my story and let it pass.,1,1,0.9790836,0.5154501,0.1544021368026733,0,-9.081843
sonicdrivein_2181,i’ m thinking of the `` our forever dog we got from us.,1,1,0.90647435,0.5154501,0.2635121345520019,0,-0.00037353215
sonicdrivein_842,"caught the last soda at that restaurant on your way home from work? ‘ we’re going to make you some more!# purrsitive
This is a photo of this post.",3,1,0.93974715,0.5154501,0.0429416857659816,0,-1.5860541
