image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,benign,humor_score,humor
mcdonalds_switzerland_586,"`` i'm sorry, but you need to get a good job soon.",1,1,0.9684373,0.43800086,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.317095,0.7864634394645691,1
mcdonalds_switzerland_478,1.,0,1,0.8619599,0.43800086,0.0,0.0,0.0,0.0,-7.7164383,0.7167285084724426,1
mcdonalds_switzerland_1895,"yes, it's a big difference.",1,1,0.9446422,0.43800086,0.0099574136735727,1.10779904317048e-309,1.10779904317048e-309,1.10779904317048e-309,-8.320944,0.3110950887203216,0
mcdonalds_switzerland_721,"i'm not going to tell you about the chef who cooked this dish, but i think it is very good.",1,1,0.979286,0.43800086,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.191316,0.8730828762054443,1
mcdonalds_switzerland_432,a new year's day is the most important one in our lives.,2,1,0.96282357,0.43800086,0.1194218850956315,1.594335087959687e-308,1.594335087959687e-308,1.594335087959687e-308,-9.1368685,0.6422253847122192,0
mcdonalds_switzerland_2025,"i'm sorry to hear that, but i just wanted you know it is still possible for us all have a meeting at the next party.",1,1,0.6209531,0.43800086,0.04,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.262673,0.6112518906593323,0
mcdonalds_switzerland_1918,what are you thinking about? '' and it was a good idea to get your own dinner.,2,1,0.9611603,0.43800086,0.1109262522182205,2.0979623842800395e-308,2.0979623842800395e-308,2.0979623842800395e-308,-9.6535635,0.1479568928480148,0
mcdonalds_switzerland_761,"in the next 10 minutes, we will be posting a lot of pictures and videos.",1,1,0.962072,0.43800086,0.0477687540382526,1.594335087959687e-308,1.594335087959687e-308,1.594335087959687e-308,-8.804452,0.3040203154087066,0
mcdonalds_switzerland_646,"yes, that’s the first time i ‘ve ever felt like this.",0,1,0.96697646,0.43800086,0.0,0.0,0.0,0.0,-7.9820375,0.3464289903640747,0
mcdonalds_switzerland_1995,"it's not the best day of your life, but it is! and you are in a good mood.",3,1,0.97774655,0.43800086,0.141080287481769,1.8834843577582417e-308,1.8834843577582417e-308,1.8834843577582417e-308,-8.947355,0.0012896223925054,0
mcdonalds_switzerland_716,"a lot of them's been eating for a long time, but we need to eat more often and keep our blood pressure down.",0,1,0.7007125,0.43800086,0.0,0.0,0.0,0.0,-8.774699,0.0977410599589347,0
mcdonalds_switzerland_429,this is the best thing i've ever seen in my life.,0,1,0.9727912,0.43800086,0.0,0.0,0.0,0.0,-9.414479,0.4823601245880127,0
mcdonalds_switzerland_1037,what's the best way to get a dog in japan? just ask your local vet! they can do it for you.,0,1,0.9748307,0.43800086,0.0,0.0,0.0,0.0,-0.00050794095,0.0626726895570755,0
mcdonalds_switzerland_569,the first question i asked on the website is `` what are you going to do today? '' and it just took me a few minutes of time.,5,1,0.97277945,0.43800086,0.1493686263023184,1.861194863732003e-308,1.861194863732003e-308,1.861194863732003e-308,-8.772444,0.5163389444351196,0
mcdonalds_switzerland_568,"when you see a funny face on your phone, just click the like button.",3,1,0.9452581,0.43800086,0.0551561018684074,5.727232018879324e-309,5.727232018879324e-309,5.727232018879324e-309,-7.738821,0.7696621417999268,1
mcdonalds_switzerland_1962,"in the past 10 years, we have been talking about your parents and kids to make them see what they do when you turn off their phones.",3,1,0.96313256,0.43800086,0.111111111111111,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.192136,0.2770926058292389,0
mcdonalds_switzerland_725,"in the end, we're going to have a new dog that is perfect for any cat and will keep you happy.",2,1,0.96593106,0.43800086,0.0952380952380952,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-0.00022039369,0.0767034366726875,0
mcdonalds_switzerland_203,"i'm not going to say no, i am n’t.",0,1,0.8985198,0.43800086,0.0,0.0,0.0,0.0,-6.0416126,0.9357949495315552,1
mcdonalds_switzerland_2000,a 10-year old guy who has been out of work for a year and wants to get back into the workforce.,0,1,0.972218,0.43800086,0.0,0.0,0.0,0.0,-5.151598,0.9526706337928772,1
mcdonalds_switzerland_27,a friend of mine told me that he's a good listener.,2,1,0.9817078,0.43800086,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-7.8042984,0.6987941861152649,1
mcdonalds_switzerland_642,"i'm not a fan of this but i am, and the other people who are complaining about it.",2,1,0.7645372,0.43800086,0.111111111111111,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.23186,0.8631980419158936,1
mcdonalds_switzerland_598,"and then i said, ""i don't have a gift for you.",1,1,0.9496078,0.43800086,0.0254606146201498,6.231692281410567e-309,6.231692281410567e-309,6.231692281410567e-309,-8.714401,0.8955476880073547,1
mcdonalds_switzerland_496,"it's not a matter of if you can do it, but how many times have i been asked to take the ice cream? yes.",2,1,0.9543852,0.43800086,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-6.9393287,0.4705382883548736,0
mcdonalds_switzerland_117,"it's a good thing that you have found this place, but i hope it will be the best one of all these people who are here to enjoy our show.",1,1,0.96237797,0.43800086,0.0333333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.52296,0.4676465392112732,0
mcdonalds_switzerland_80,you can 't have it.,0,1,0.968056,0.43800086,0.0,0.0,0.0,0.0,-8.423517,0.417184442281723,0
mcdonalds_switzerland_654,you're not the only one who gets a good night of sleep.,3,1,0.98217636,0.43800086,0.25,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.189404,0.877130925655365,1
mcdonalds_switzerland_31,and we’ re going to do it.,1,1,0.9713119,0.43800086,0.1238396999643116,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,-8.913462,0.6454753875732422,0
mcdonalds_switzerland_2052,"my favorite's: the first day of summer, when we go to see a party in this park.",0,1,0.85471517,0.43800086,0.0,0.0,0.0,0.0,-7.308319,0.0948484316468238,0
mcdonalds_switzerland_610,here are some of the most popular questions asked by our users: 1.,1,1,0.91827184,0.43800086,0.0565493446608988,1.6357440907688813e-308,1.6357440907688813e-308,1.6357440907688813e-308,-9.2503195,0.0507663041353225,0
mcdonalds_switzerland_410,i'm not going to say anything.,0,1,0.9750938,0.43800086,0.0,0.0,0.0,0.0,-8.691043,0.6110221147537231,0
mcdonalds_switzerland_615,"in a moment, you will be the first to get in and find your way home.",2,1,0.97562134,0.43800086,0.055468413760135,9.87370539444327e-309,9.87370539444327e-309,9.87370539444327e-309,-9.133138,0.3735154271125793,0
mcdonalds_switzerland_1899,"`` you can't have a good time with the other party if there, because it is so much fun! '' or i can not tell.",2,1,0.5712731,0.43800086,0.0799999999999999,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-4.0409265,0.0710601657629013,0
mcdonalds_switzerland_13,"if you are looking for a good deal, just look at the iphone 3s and in't have to pay more than €105.",0,1,0.689056,0.43800086,0.0,0.0,0.0,0.0,-8.182784,0.5507664680480957,0
mcdonalds_switzerland_737,you're looking for a book? i haven't found one yet.,0,1,0.97606033,0.43800086,0.0,0.0,0.0,0.0,-9.161158,0.3416353166103363,0
mcdonalds_switzerland_767,"for the first time, i wasn't sure if it "" s really a shark.",3,1,0.8714451,0.43800086,0.005222752301417,5.4231378204928e-310,5.4231378204928e-310,5.4231378204928e-310,-5.852465,0.2834122478961944,0
mcdonalds_switzerland_265,"""i'm not going to be here for a week.",0,1,0.9602551,0.43800086,0.0,0.0,0.0,0.0,-8.839381,0.9916350841522216,1
mcdonalds_switzerland_461,"the next day is the night! you’ re going to be there, so get ready for your new car and have a good time.",4,1,0.9756267,0.43800086,0.1666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.399793,0.0105822198092937,0
mcdonalds_switzerland_409,"the first day of the festival, we're going to have a cooking competition.",1,1,0.97600436,0.43800086,0.0610709736783039,1.7665365515873297e-308,1.7665365515873297e-308,1.7665365515873297e-308,-9.111565,0.3128359317779541,0
mcdonalds_switzerland_402,from the other side... i love this tweet! and it’s so cute.,1,1,0.95476216,0.43800086,0.0505442216427194,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,-0.0035425783,0.141752004623413,0
mcdonalds_switzerland_19,this is the's show.,0,1,0.58742565,0.43800086,0.0,0.0,0.0,0.0,-7.431657,0.6867184638977051,1
mcdonalds_switzerland_864,"for example, if you like to have a try.",0,1,0.9473456,0.43800086,0.0,0.0,0.0,0.0,-6.743013,0.9482961893081664,1
mcdonalds_switzerland_118,"you're not the first one to say that, but i hope you will be your reaction.",1,1,0.9114964,0.43800086,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.859694,0.7498917579650879,1
mcdonalds_switzerland_769,a's the fact that we are here to help you find your way.,0,1,0.92886996,0.43800086,0.0,0.0,0.0,0.0,-8.561216,0.8915024995803833,1
mcdonalds_switzerland_499,"`` hey, you're here! i have a special for u.",0,1,0.84167045,0.43800086,0.0,0.0,0.0,0.0,-9.002392,0.093295119702816,0
mcdonalds_switzerland_234,"the second half of the day is, you know what? we will have a sale on all products today! and it’s free.",4,1,0.9517488,0.43800086,0.1363636363636363,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.333652,0.0306783374398946,0
mcdonalds_switzerland_616,"in 2019, the world was hit by a huge earthquake in japan.",0,1,0.9725351,0.43800086,0.0,0.0,0.0,0.0,-2.720813,0.1177466139197349,0
