image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,benign,humor_score,humor
sonicdrivein_791,i’ m just going to make a big change.,0,1,0.9828675,0.5144587,0.0,0.0,0.0,0.0,-8.502899,0.8468798995018005,1
sonicdrivein_1090,"i’ m not a big fan of my mother, but i can tell you this.",2,1,0.97881794,0.5144587,0.1333333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.292235,0.375395655632019,0
sonicdrivein_1307,"you have to eat it, but i don't know if you can afford the meal.",1,1,0.9717675,0.5144587,0.0623671323354411,2.081572136844799e-308,2.081572136844799e-308,2.081572136844799e-308,-8.386861,0.1658621132373809,0
sonicdrivein_743,"the great guy who just didn't want to leave a single cookie in the car, but he was getting some of it! '' let us know what you think.",6,1,0.9690957,0.5144587,0.1027867015315467,0.0212915310315346,1.326506414964192e-308,1.326506414964192e-308,-9.172728,0.2939176261425018,0
sonicdrivein_69,"this isn't an easy thing to do, but it is.",0,1,0.969127,0.5144587,0.0,0.0,0.0,0.0,-9.072754,0.8139506578445435,1
sonicdrivein_2080,i have to eat this ice cream.,1,1,0.9741711,0.5144587,0.0296783124490858,4.622550603655005e-309,4.622550603655005e-309,4.622550603655005e-309,-8.636802,0.3828040957450866,0
sonicdrivein_1367,i’ m gonna have a dog.,1,1,0.9735725,0.5144587,0.0225558805394354,3.01131000863463e-309,3.01131000863463e-309,3.01131000863463e-309,-0.0010661163,0.7532952427864075,1
sonicdrivein_325,we have something that makes you want to get up and hit it.,2,1,0.96872365,0.5144587,0.1047249843574439,0.0567260331936154,1.5146353626711476e-308,1.5146353626711476e-308,-8.827111,0.6017323732376099,0
sonicdrivein_470,"the one i have the on at the mall today, but it’ s not # eatwithcheese.",3,1,0.4358764,0.5144587,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-0.06294273,0.4372670352458954,0
sonicdrivein_2168,"i can do this! i’ m sure you know what it is… 🤔 # dogfoodfight 😂🤣💕👤️🐶🥘🍲😊🏆📸🎉😂😂🌟🔥🚀
• the first place to get a hangover after an epic night of eating and drinking with your best friends.",3,1,0.87441206,0.5144587,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.562483,0.1342612653970718,0
sonicdrivein_926,and the boss says we can’ t have a meeting with him.,2,1,0.9556682,0.5144587,0.1533407357715539,2.0471667756573244e-308,2.0471667756573244e-308,2.0471667756573244e-308,-5.5446644,0.4372850060462951,0
sonicdrivein_1765,when you’ re not in a mood for anything.,2,1,0.9686331,0.5144587,0.0524171295523777,5.24843931172429e-309,5.24843931172429e-309,5.24843931172429e-309,-8.864446,0.7740381360054016,1
sonicdrivein_1996,there are 36 of us in the first round.,0,1,0.86354214,0.5144587,0.0,0.0,0.0,0.0,-8.886668,0.4655591249465942,0
sonicdrivein_91,♣️🧔🤩's now your turn! add the more life to a meme.,1,1,0.71014464,0.5144587,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.63059,0.0608100071549415,0
sonicdrivein_830,"luracil is now on a new album! check it out, l hope you like the newest songs.",2,1,0.9122821,0.5144587,0.0024237990735199,4.58416216324884e-310,4.58416216324884e-310,4.58416216324884e-310,-9.075226,0.0377229079604148,0
sonicdrivein_558,i just got to the first anniversary of @ mrs_b.,1,1,0.8681578,0.5144587,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.871783,0.2513083219528198,0
sonicdrivein_1567,this is what we get for our special edition summer menu.,0,1,0.97786397,0.5144587,0.0,0.0,0.0,0.0,-9.310808,0.0590263269841671,0
sonicdrivein_1376,cai is a new flavor of ice cream.,0,1,0.90814596,0.5144587,0.0,0.0,0.0,0.0,-9.668322,0.4368781745433807,0
sonicdrivein_163,"i’ m not a dog person, but i love this.",1,1,0.97900486,0.5144587,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-0.0009542917,0.9551937580108644,1
sonicdrivein_2201,the best way to get you're a breakfast is by drinking your hot chocolate.,1,1,0.35084376,0.5144587,0.0714285714285714,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-6.9433823,0.12477907538414,0
sonicdrivein_339,"this year’ s # badtuesday, we get to celebrate all the things that make us cringe.",5,1,0.9342834,0.5144587,0.1780571327284134,1.267808868335202e-308,1.267808868335202e-308,1.267808868335202e-308,-8.486156,0.1199675649404525,0
sonicdrivein_1209,you're going to be the only emoji that gets an upvote for every gif you’ re using.,1,1,0.96654254,0.5144587,0.0493072607307646,1.865109047072646e-308,1.865109047072646e-308,1.865109047072646e-308,-0.00043835567,0.0840341001749038,0
sonicdrivein_1809,"s, it’ s time to get your taste buds into the flavors of a dog- flavored cheesecake.",3,1,0.9717934,0.5144587,0.0225183536434932,2.839283334962986e-309,2.839283334962986e-309,2.839283334962986e-309,-8.686352,0.1053952649235725,0
sonicdrivein_556,"in the video below, we 'll be giving you a glimpse of our upcoming new app and what features will get in.",6,1,0.94400173,0.5144587,0.2379614435098428,1.941433220050148e-308,1.941433220050148e-308,1.941433220050148e-308,-9.475795,0.0189620591700077,0
sonicdrivein_2189,"it's not just a sip of ice water, it can also be your go-to for the morning drink.",1,1,0.9575766,0.5144587,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.717215,0.0923463329672813,0
sonicdrivein_1866,"and, just to get you thinking about it: if your house is the one that i live in.",1,1,0.8827616,0.5144587,0.0525533038281536,2.1048296854718573e-308,2.1048296854718573e-308,2.1048296854718573e-308,-9.10636,0.6984095573425293,1
sonicdrivein_866,what is the best thing to get you for christmas? it’ s our last.,2,1,0.9714755,0.5144587,0.1153025352864842,1.7958965995989704e-308,1.7958965995989704e-308,1.7958965995989704e-308,-8.767493,0.5607086420059204,0
sonicdrivein_788,a great idea for a # homepodday: put on your hairband and hit play! ⠀⠀⠀⠀ ➡️ make it happen with the click of one button.,2,1,0.87672937,0.5144587,0.04,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.948975,0.0123149706050753,0
sonicdrivein_742,you are going to get your car checked by a trained dog.,1,1,0.979,0.5144587,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.496015,0.8402365446090698,1
sonicdrivein_1678,"my personal favorite thing to do on a beach is, make your own sandcastles.",2,1,0.97833395,0.5144587,0.0699345227938504,1.0892663493304385e-308,1.0892663493304385e-308,1.0892663493304385e-308,-7.626928,0.0919014662504196,0
sonicdrivein_1077,"the latest from your phone 📱🤩 we’ ve got 10,592 new songs for you to listen too! 🔥👨 👧💕#wondentourjourney@ yotogroup pic.",3,1,0.85212064,0.5144587,0.1428571428571428,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.38695,0.196579709649086,0
sonicdrivein_1884,we’ re not here to be a little bit of this week.,0,1,0.92186517,0.5144587,0.0,0.0,0.0,0.0,-8.380774,0.3711548447608948,0
sonicdrivein_1138,"`` the only thing that makes you happy is when someone gives up their first bite and says, '' i love it.",3,1,0.97734046,0.5144587,0.1038136890950282,1.6939495889106837e-308,1.6939495889106837e-308,1.6939495889106837e-308,-9.736948,0.5222082734107971,0
sonicdrivein_786,"we have the power to get rid of # limoncello@ and it's not just a drink, but our whole experience.",1,1,0.8887417,0.5144587,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.171487,0.0991542413830757,0
sonicdrivein_529,for those who’ s been missing out on the chance to eat a hotdog at this year's bmr:#betterbrosmall.#gethungrynow and check us it now! we have some of our most delicious food in town.,1,1,0.4716044,0.5144587,0.0303030303030303,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-7.1303763,0.0548423863947391,0
sonicdrivein_594,they're not here to tell you what they do.,1,1,0.97342265,0.5144587,0.111111111111111,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.499919,0.6867846250534058,1
sonicdrivein_283,and it’ s about time we had our favorite and make some of them! # sandwichbday 🍔🥪🍟🎉🤩 🤤 👨‍👧️ 🥗 😁 😂😂🏦.,0,1,0.6860707,0.5144587,0.0,0.0,0.0,0.0,-8.08561,0.0137933790683746,0
sonicdrivein_655,we’ re going to be having our first big giveaway on the 3rd of march.,0,1,0.9780838,0.5144587,0.0,0.0,0.0,0.0,-8.631851,0.520824670791626,0
sonicdrivein_952,this's the one you want to hear.,3,1,0.9697953,0.5144587,0.0014136453239738,7.3394189296757e-311,7.3394189296757e-311,7.3394189296757e-311,-8.824736,0.7949414253234863,1
sonicdrivein_2185,"yes, we’ re still with this at 10am on sunday.",2,1,0.9160148,0.5144587,0.0665742167396159,7.4066274658958e-309,7.4066274658958e-309,7.4066274658958e-309,-6.6643453,0.5370985269546509,0
sonicdrivein_454,y’.,0,1,0.6914222,0.5144587,0.0,0.0,0.0,0.0,-0.024554646,0.7788823246955872,1
sonicdrivein_532,"and i said, “ yeah.",1,1,0.5861224,0.5144587,0.0044741543712331,4.97766196517843e-310,4.97766196517843e-310,4.97766196517843e-310,-8.089611,0.8760886192321777,1
sonicdrivein_311,"you know, we have the whole'u just can do anything.",1,1,0.5907373,0.5144587,0.0818730753077982,1.8217363958297824e-308,1.8217363958297824e-308,1.8217363958297824e-308,-8.365721,0.7005780935287476,1
sonicdrivein_1566,what if we could've all the time? i have to get out and go outside when my friends call me.,2,1,0.8995999,0.5144587,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.439534,0.3441841006278991,0
sonicdrivein_1635,i just love a few new ways to keep it all fresh.,2,1,0.9808226,0.5144587,0.0028085335433245,3.7495167407954e-310,3.7495167407954e-310,3.7495167407954e-310,-8.576745,0.1167524605989456,0
