image_id,caption,fluency,diversity
sonicdrivein_1909,two orders of buffalo are better than one.,0.93138266,0.5180938
sonicdrivein_534,it’s just an internal reminder at this point.,0.96835303,0.5180938
sonicdrivein_1572,"strike a pose! sonic cups in hand, of course.",0.6842224,0.5180938
sonicdrivein_91,"the best day of the year, lads",0.892658,0.5180938
sonicdrivein_560,what should we name our fantasy team?,0.933624,0.5180938
sonicdrivein_497,one tot doesn’t make me a bad mom.,0.9067887,0.5180938
sonicdrivein_2142,who wants to shake things up this afternoon?,0.98126906,0.5180938
sonicdrivein_1002,the view above a blast? *chef’s kiss* 🧑‍🍳,0.76892126,0.5180938
sonicdrivein_1353,"tag yourself, i’m the corn dog.",0.8484026,0.5180938
sonicdrivein_1983,don't let this day pass you by. #nationalicecreamday #sonicdrivein,0.8598325,0.5180938
sonicdrivein_712,was a mood. still a mood. ,0.8006323,0.5180938
sonicdrivein_1270,we’ve got something for every craving. #thisishowwesonic,0.67118573,0.5180938
sonicdrivein_912,the view from here is fantastic. 👀,0.957872,0.5180938
sonicdrivein_1272,looks like the party got started early. #thisishowwesonic,0.8208922,0.5180938
sonicdrivein_80,just know we are very proud of this one,0.9347637,0.5180938
sonicdrivein_893,block ‘em in the top left corner. 👀,0.8197266,0.5180938
sonicdrivein_1005,behold! the perfect mustard + corn dog pic! 🤩,0.8391332,0.5180938
sonicdrivein_690,don't keep mom from her emotional support ice.,0.5808597,0.5180938
sonicdrivein_742,just starting our weekend off with a slush. 🤩,0.91710246,0.5180938
sonicdrivein_85,every wrap has its own special qualities 🤗,0.9287988,0.5180938
sonicdrivein_1984,#sundaefunday 👍🏼 see what we did there?!? happy #nationalicecreamday,0.43558267,0.5180938
sonicdrivein_2107,irish mouths are watering .... along with everyone else's.,0.8675313,0.5180938
sonicdrivein_2125,pretty please with a cherry on top! #icecreamsocial,0.74757,0.5180938
sonicdrivein_409,what if we promised it’d be a blast?,0.9143713,0.5180938
sonicdrivein_280,something lite with main characters of the moment #zodiac,0.21377204,0.5180938
sonicdrivein_363,we’ve got a taste for travel.,0.965684,0.5180938
sonicdrivein_798,just your sign to stop by sonic ✨,0.1379443,0.5180938
sonicdrivein_566,i’ve had some time on my hands 😂,0.93245804,0.5180938
sonicdrivein_1959,the turtle pecan master blast. resist if you can.,0.8712649,0.5180938
sonicdrivein_204,gotta try it before someone catches the mistake!!,0.894321,0.5180938
sonicdrivein_228,scheduled important team meeting to align re: tot initiative,0.14749645,0.5180938
sonicdrivein_791,"each future’s different, but equally delicious. 🔮",0.8677554,0.5180938
sonicdrivein_1349,which one would you rock (‘n’ roll)? 😋,0.85768586,0.5180938
sonicdrivein_1930,make your meal merry and bright. #sonic #holidays #ultimatechickensandwich,0.82631814,0.5180938
