image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,benign,humor_score,humor
mcdonalds_switzerland_203,you know what i'm saying? you don t have to be afraid.,2,1,0.96872073,0.4792925,0.1666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.246169,0.4355272352695465,0
mcdonalds_switzerland_610,a good night's story: you know what? it’ s the best one in this world! and we are here to make sure that your dreams come true.,3,1,0.97046083,0.4792925,0.111111111111111,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.483225,0.0105096995830535,0
mcdonalds_switzerland_725,it's a good thing that we have the opportunity to meet you and your dog.,1,1,0.97354853,0.4792925,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-7.289378,0.4853848814964294,0
mcdonalds_switzerland_767,"it was a big hit on twitter, but it wasn’ t really funny.",1,1,0.968843,0.4792925,0.0013045822108796,3.7736293058125e-310,3.7736293058125e-310,3.7736293058125e-310,-7.2720103,0.2166431844234466,0
mcdonalds_switzerland_1890,"when you get a new phone, don't forget to buy the cheese! </s> i hope this is what your mind was thinking.",3,1,0.9781601,0.4792925,0.1363636363636363,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.317618,0.2641797959804535,0
mcdonalds_switzerland_1988,"in the end of this season, you will be able to taste our best chocolate fondue and coffee - a special offer for everyone who loves your mother! we are so happy that it is happening.",4,1,0.9613439,0.4792925,0.111111111111111,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-0.02161225,0.007544744759798,0
mcdonalds_switzerland_410,"what is the best movie of all time? i don't know, but this one has been so popular that it deserves a "" star.",2,1,0.59968877,0.4792925,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-6.317269,0.306169331073761,0
mcdonalds_switzerland_1918,"i love you, but we're not talking about the u.",0,1,0.9303782,0.4792925,0.0,0.0,0.0,0.0,-8.667754,0.2914524674415588,0
mcdonalds_switzerland_163,"hello everyone, i'm so sorry for the bad impression you have on me.",0,1,0.9570493,0.4792925,0.0,0.0,0.0,0.0,-9.671012,0.7478965520858765,1
mcdonalds_switzerland_616,you've got a chance to see the whole world in one day.,1,1,0.9695236,0.4792925,0.0465029288141705,1.2416694149812216e-308,1.2416694149812216e-308,1.2416694149812216e-308,-8.499619,0.2276295572519302,0
mcdonalds_switzerland_904,what a lot of you all... i’m here to celebrate the new year with your family and friends.,1,1,0.92376417,0.4792925,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.051722,0.6447615623474121,0
mcdonalds_switzerland_461,"we're not here to eat pizza, but we are.",1,1,0.9720096,0.4792925,0.02345245419901,4.69650984804505e-309,4.69650984804505e-309,4.69650984804505e-309,-9.003686,0.3181814551353454,0
mcdonalds_switzerland_117,"it's not about the money, it is all in love.",0,1,0.9406183,0.4792925,0.0,0.0,0.0,0.0,-9.24923,0.8443790674209595,1
mcdonalds_switzerland_2000,a new way to keep your hair in place... the same one that you can use on a wig! i have found it with my own hands.,0,1,0.9606734,0.4792925,0.0,0.0,0.0,0.0,-3.4634657,0.179624319076538,0
mcdonalds_switzerland_16,it's not a joke.,0,1,0.96549594,0.4792925,0.0,0.0,0.0,0.0,-9.348659,0.9759839177131652,1
mcdonalds_switzerland_568,"you know, you’ re not going to like this.",2,1,0.9756073,0.4792925,0.0154407669384003,1.546058109147204e-309,1.546058109147204e-309,1.546058109147204e-309,-8.099475,0.8709871768951416,1
mcdonalds_switzerland_769,"when you're not hungry, there are plenty of options to choose from.",0,1,0.97689205,0.4792925,0.0,0.0,0.0,0.0,-9.337314,0.9035781621932985,1
mcdonalds_switzerland_69,a good one.,0,1,0.87810194,0.4792925,0.0,0.0,0.0,0.0,-8.409001,0.9710970520973206,1
mcdonalds_switzerland_429,this is the moment when your brain gets a chance to take in all of what you've learned so far.,0,1,0.9703161,0.4792925,0.0,0.0,0.0,0.0,-9.166454,0.0985168889164924,0
mcdonalds_switzerland_2025,"yes, we're going to have a meeting with the restaurant owner.",1,1,0.9782422,0.4792925,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.88457,0.8873372077941895,1
mcdonalds_switzerland_432,"for the first time, we're going to show you how easy it is for a phone number with only one character.",2,1,0.9597976,0.4792925,0.0952380952380952,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.813863,0.4021895825862884,0
mcdonalds_switzerland_499,"yes, it is! the best part of this year’s christmas menu will be our special lunch – and we have a big surprise for you.",2,1,0.9652022,0.4792925,0.0799999999999999,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.150531,0.0068533904850482,0
mcdonalds_switzerland_744,"if you are a virgin, it's always good to have your first kiss on the lips of someone who is also new in love.",3,1,0.9697241,0.4792925,0.125,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-1.6652764,0.3240768611431122,0
mcdonalds_switzerland_27,"a question: what is the difference between a car and an airplane? answer... it s because they both have wings! so, if you ever get stuck in traffic or on your way to work/school just think about how many planes are flying overhead.",4,1,0.8809254,0.4792925,0.0697674418604651,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-0.0019746583,0.0289293080568313,0
mcdonalds_switzerland_402,the most beautiful face i've ever seen is the one on your right.,4,1,0.9690717,0.4792925,0.1570874765361658,1.5146353626711476e-308,1.5146353626711476e-308,1.5146353626711476e-308,-0.0059914747,0.5863158106803894,0
mcdonalds_switzerland_586,"i'm sorry, but i just can n’t wait for the new release of this amazing game.",0,1,0.95501554,0.4792925,0.0,0.0,0.0,0.0,-8.080818,0.1826321482658386,0
mcdonalds_switzerland_654,"when you get a job, but don 't know what it is.",0,1,0.9143854,0.4792925,0.0,0.0,0.0,0.0,-9.34149,0.9757966995239258,1
mcdonalds_switzerland_794,you're not alone! we can help you find your way to the restaurant.,0,1,0.97950053,0.4792925,0.0,0.0,0.0,0.0,-9.316367,0.6908164024353027,1
mcdonalds_switzerland_761,"the question is: "" what are you looking for? don't forget to put your phone in the car when leaving home.",4,1,0.9552916,0.4792925,0.1904761904761904,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.551428,0.2205189019441604,0
mcdonalds_switzerland_13,"and here’s a, which you can use to enjoy your first night of the restaurant! it has an amazing view from our terrace.",1,1,0.94740415,0.4792925,0.0434782608695652,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-8.692848,0.055856917053461,0
mcdonalds_switzerland_598,"the only thing that makes me happy is the song "" i love you so much! it was a great gift for my girlfriend.",3,1,0.96323615,0.4792925,0.1198986821386423,2.134267386369317e-308,2.134267386369317e-308,2.134267386369317e-308,-8.75785,0.1709269434213638,0
mcdonalds_switzerland_682,"i'm so glad i can do this, and that means a lot to you.",2,1,0.9764658,0.4792925,0.1428571428571428,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,-9.038483,0.6626346111297607,1
