image_id,caption,fluency,diversity
bokete_79874,"""huh! i won't tell you if you smell a blade or if you open your mouth again.""",0.9253232,0.46174067
imgflip_146,"i'm not sure who keeps down voting all the new memes and at this point, i'm too afraid to ask.",0.9258192,0.46174067
bokete_15466,"they don't say the exact probability of rain, but they say, ""i'm going to bed"" or ""you're going to sweat especially"" or something like that.",0.89364946,0.46174067
bokete_16913,my child is so smart that he can make use of it while he's taking a walk.,0.98088354,0.46174067
bokete_97018,"that's why the correct answer was, ""this year, only the chief will dance!""",0.95209205,0.46174067
imgflip_226,"my parents: we love you more than anything
also my parents when i spill a glass of water:",0.17269772,0.46174067
bokete_41458,"white ants are crawling around my face in rows. ah, it must have been a long time ago. oh, crows, they're too yellow in their eyes.",0.95543367,0.46174067
bokete_89853,"and he said, ""oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",0.74988085,0.46174067
imgflip_572,my master finally went to bed &amp; left his account open. now i can post my memes,0.7092925,0.46174067
bokete_62670,"""prepar the wave gun!"" ""save the safety lock!"" ""ten seconds to fire!",0.79872197,0.46174067
bokete_47494,"i'll wait for you forever, even if you don't turn around, if i can at least keep looking at you.",0.9678983,0.46174067
bokete_103906,"i was throwing a bang and i thought there was no one there, and the people in my head were coming up.",0.91086656,0.46174067
bokete_43875,"it's not easy to look into a microscope every morning to make sure we're on our way today, is it?",0.98263484,0.46174067
bokete_61786,i managed to get to this situation for a lot of reasons. i'm gonna push it until you make it look like an accident.,0.97091955,0.46174067
bokete_59340,"""oh, i'm so glad i got it! it's not big mac! it's not your song! it's not your timing!""",0.94598764,0.46174067
bokete_107848,"i knew it, but when i actually met his father, he was so grossly gross.",0.9070983,0.46174067
bokete_82752,"if i borrowed my friend's textbook, it would have been drawn small in the corner. i ate the lunch for the day with a different friend.",0.91377103,0.46174067
imgflip_14,stop making so many christmas memes! they all suck! i’m just trying to have a good time and enjoy myself on here,0.47608972,0.46174067
bokete_21697,"when i woke up in the middle of the night and my eyes began to get used to the dark, i saw my wife still worrying about the onions that stuck in her back teeth at noon.",0.9730355,0.46174067
bokete_40841,then i'm going to add three gatling guns and a lethal meser beam. please come again if you have a problem.,0.96366185,0.46174067
bokete_93504,"so, you can see that gas is clean energy, and it's also good for the environment.",0.9682567,0.46174067
imgflip_96,"vegas strip driver yells ""allahhu akbar"" &amp; runs down 40 people.. so hot for feds not to call it terrorism anymore.",0.7055987,0.46174067
bokete_85099,"hello, chief. please let me rest today because i broke both my arms.",0.9676857,0.46174067
bokete_53308,"i tried to be an idiot at 300 kilometers an hour, but wind pressure made me look like this.",0.94327575,0.46174067
bokete_105287,"you said you'd marry me before. you're wrong. you should rather ask me to marry you, shouldn't you?",0.96859676,0.46174067
bokete_107319,"i was called to the church and told the crazy thing: ""you're letting me live with a spell too much! it's just business!""",0.92647547,0.46174067
bokete_94299,"in other words, if you're asked for a memorial service, if you're asked for a formality, when you're in the congo, when you're in the river bed, when you're in the gorilla?",0.9374194,0.46174067
bokete_32234,i'm going to sell it to you. i'm going to sell it to you. i'm going to sell it to you. i'm going to sell it to you. i'm going to sell it to you. i'm going to sell it to you. i'm going to sell it to you. i'm going to sell it to you. i'm going to sell it to you. i'm going to sell it to you.,0.96433383,0.46174067
bokete_43872,"""no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",0.7585509,0.46174067
bokete_62316,"i hear you're going to be in the security zone. - yeah, if you go in, you're going to be killed.",0.8983492,0.46174067
bokete_19990,"i was at a bar in familires, and i was playing ""oh, it's a cocktail!"" and i was like, ""oh, it's a cocktail!"" and i was like, ""oh, it's a cocktail!"" and i was like, ""oh, it's a girl's 18 years old.",0.69615686,0.46174067
bokete_52292,"i'm like, ""hey, listen up, walkers! no one's going to do it with a collar sabre!""",0.876051,0.46174067
bokete_100357,"it's not very similar, but it's not very similar, and it's kind of tense in the studio.",0.93779474,0.46174067
bokete_96936,"when i came back from the past in the time machine, my husband was about to disappear.",0.962454,0.46174067
bokete_12857,"it's a ring ring, a ring ring, a ring ring, a finger five.",0.9177105,0.46174067
bokete_94994,"""you know, i was just making it up, didn't you?"" ""i'm sorry, i didn't see you.""",0.9179302,0.46174067
bokete_15774,"dad, can i take a picture of you because i want to put it on a blog?",0.9728054,0.46174067
bokete_12084,"""what did you do?"" ...i'll ask him after i get his feelings organized.",0.9554686,0.46174067
imgflip_920,"image tagged in yeah this is big brain time,memes,big brain time,funny,hangman,rickroll",0.21960047,0.46174067
bokete_95279,what do you mean? that dark secret society where the fighters kept falling is now surrounded by warm light.,0.95623,0.46174067
bokete_23525,"come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on.",0.93761,0.46174067
bokete_8464,"dear mother, i'd like to go to tokyo to find a bad child. it's my third day. it's my 16th job. i want to go home early to akita and eat a warm little chicken.",0.97750425,0.46174067
bokete_94502,the suspects who have been arrested are still refusing to drink and drink on the other side of the tunnel.,0.96144474,0.46174067
imgflip_320,no your not; im tougher than you; i poop in school bathrooms; holy sh*t,0.4508173,0.46174067
bokete_95259,"even if i look like this, the only thing i know is that this isn't the earbrow. it hurt, but i can tell by looking at it.",0.9525843,0.46174067
bokete_86163,it was taken by your father before he died for his own sake. he turned it over to the funeral director.,0.9816082,0.46174067
bokete_59177,"well, i don't have an amps, so i say, ""do!"" in my mouth.",0.80166566,0.46174067
bokete_50682,"and i said, ""well, i don't know if you've ever heard of it, but the girls were trying to get you to do it, and they said, ""you know what?",0.9201133,0.46174067
imgflip_25,to all of you who scroll through the new bad memes to find the few good ones for the front page; we salute you,0.8770329,0.46174067
bokete_31066,"""are you going to get permission to film here?"" that's weird. you can dress for the police. come here.",0.977733,0.46174067
bokete_99034,that's what i'm talking about. i'm just trying to figure out what to do with my head.,0.9558872,0.46174067
bokete_98221,"it's like, ""oh, my god, you're awake! you're all right! you're just tied up a little bit.",0.86739594,0.46174067
bokete_41131,"oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",0.8814137,0.46174067
imgflip_912,people who click on the video to pause; people who press space to pause; people who press k to pause,0.8303885,0.46174067
bokete_31174,"the same subject, the same one, the same one, the same one, the same one.",0.8769452,0.46174067
bokete_43870,"all right, let's decide on the lottery. first of all, add a line to each of us.",0.95979047,0.46174067
bokete_101530,"come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on.",0.93761,0.46174067
bokete_90324,what? you can't fly a pig? i'm the best black pig that can't fly! i'm the black pig that can't fly! i'm the black pig that can't fly!,0.933737,0.46174067
bokete_2265,"the attendant says, ""okay, you have 10 seconds to cut the rope. ""ten, nine...""",0.8797162,0.46174067
bokete_112943,you guys who stand up irresponsibly for a friend who didn't put his hands on his homework in spite of the last day of summer.,0.95345473,0.46174067
bokete_43636,"no, no, no. no, no, no. no, no, no, no. no, no, no, no, no. no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",0.8918632,0.46174067
imgflip_53,a different colored tile on the floor; a island over the void; 6 year old me,0.15687393,0.46174067
bokete_78184,"""come on, you've made it. make it up to me whether you like rice or neck.""",0.8843114,0.46174067
bokete_109693,we're going to have to hold our breath in the tunnel as soon as we get through the long tunnel in the game.,0.8807569,0.46174067
bokete_19182,a woman falls into the pit... help it... ask for her name... walk away in silence... drop her membership card...,0.95198566,0.46174067
bokete_51772,he's a level one martial arts man right after he brought his friends to the bar.,0.8740943,0.46174067
bokete_57225,"and i said, ""oh, wow, i'm able to do right paul's sheep, but you're already mastering left paul's sheep, aren't you?",0.5050924,0.46174067
bokete_44302,"write it down again. your company is on the third floor and your house is on the fifth floor. press 5 on the elevator, okay?",0.9560596,0.46174067
bokete_17520,"""the limit is until i get a full smile! i just laugh in my heart! i'm holding the challenger's head!",0.7599772,0.46174067
bokete_15076,welcome to the bear in the forest! how many of you are there? it's full of tables.,0.9552982,0.46174067
bokete_54983,"""i think it's better if you like it in a straightforward way, isn't it?"" ""no, it's better if you write your own poem.""",0.9475075,0.46174067
bokete_30668,"""hey, little girl!"" ""oh, my mother!"" ""this is a show at the next town council...""",0.90124685,0.46174067
bokete_91521,please jump into the old pond at the top. i'd like to ask an objective question about what it sounds like.,0.9820694,0.46174067
bokete_75968,i don't care what you think of me. i don't care what you think of me. i don't care what you think of terryman.,0.9781983,0.46174067
bokete_30003,"""what are you thinking when you get home in the morning?"" ""no, you were really staying at the dean's house!""",0.9591401,0.46174067
bokete_96399,i'm sorry to call you all of a sudden. do you know amway by the way? i won't hurt you.,0.95524913,0.46174067
bokete_43761,"i can't say, ""i'm going to be a fine stray cat"" before i go out and say, ""i'm a cat.""",0.95589286,0.46174067
bokete_31531,"""i'm going to change my life. i'm going to change my life. i'm going to change my life. i'm going to change my life. i'm going to change my life. i'm going to change my life.",0.960172,0.46174067
bokete_11177,"the battle between the two parents didn't know the end of it, and the cat's moon salt body press broke!",0.34110877,0.46174067
bokete_80499,"it's only a dream to say, ""i want to live in a tall house.""",0.9013385,0.46174067
bokete_32683,"you guys are gonna be friends when the bad guys get to talk to you, aren't you?",0.96902776,0.46174067
bokete_94659,"i've got the wrong drum for live, and i've brought the drum for a big washing machine.",0.85680664,0.46174067
bokete_82264,"when i woke up in a hotel, i saw a drill bag cup of coffee standing around to give me a cup of coffee.",0.7079146,0.46174067
bokete_18110,"""today i'm going to set up a light line on the scene of kunihiyama, and then i'm going to go up at fukui soccer game, and i'm going to climb at the last six-valided mountain...""",0.5417488,0.46174067
bokete_48284,"i mean, the detective i showed you earlier, his mother's children, but i'm sure he dropped it.",0.9363545,0.46174067
bokete_29966,let me tell you everything. excuse me. can you pull me from there?,0.95524794,0.46174067
bokete_15979,"oh, my god, please... please, give me some eye drops from upstairs!",0.945104,0.46174067
bokete_54742,the night i hit the wrong button and fired a wave gun against the earth.,0.95463413,0.46174067
bokete_32460,what?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.7146929,0.46174067
bokete_77614,"come on, let me in, let me in, let me in, let me in, let me in, let me in!",0.9236315,0.46174067
bokete_54366,"""one day at a time, three steps in three days, three steps in three steps, two steps down...""",0.91161555,0.46174067
bokete_30547,"my family has a lot of brothers and sisters, so i have to work part-time to help out with my family expenses.",0.95007,0.46174067
bokete_30911,"you can do it, you can do it, you can do it, you can do it, you can do it, you can do it, you can do it, you can do it, that's the most important thing",0.9170892,0.46174067
bokete_58339,"""oh, mom!"" ""oh, you're wrong. but it's your mother's birthday. maybe you should give her a necklace.""",0.9241292,0.46174067
bokete_14651,seven small girls said that the baby can be stirred up by adding 200 ccs of cold milk to it.,0.9491654,0.46174067
bokete_34971,"the bank is coming to collect the money, so i'm going to go to work. it's ok to be off with everyone.",0.97392774,0.46174067
bokete_16162,thank you for your post so much. i'd like to thank you for your constant admiration because the official version is so much older than tomorrow.,0.95391876,0.46174067
bokete_48008,"""why don't you go?"" ""oh, i have to stand up to it as long as there's too much dry and humidity.""",0.44796005,0.46174067
bokete_17797,"i'm sorry to leave a letter between my legs, but i want you to give it to my wife.",0.97797203,0.46174067
imgflip_643,literally anyone: is listening to their favorite song; some random stupid tic tok girl: omg! that song is from tic tok! they stole it from-; meaningless being,0.18369226,0.46174067
bokete_88305,"first, i dug a hole to sprout. since i'm limited in my physical strength, i want someone to put dirt on it.",0.9720286,0.46174067
bokete_14654,"now i'm going to tell you how i changed from fans all day long to fans all day long on his ""forbidden play"" theme.",0.91754776,0.46174067
bokete_10761,"""happy birthday!"" ""come on, try opening the string. you'll be surprised!""",0.92411655,0.46174067
