image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,loss,caption_loss,fc_loss
sonicdrivein_1495,"the your is the a little-speed for��   make, 0 for  is is is going the difference$1 million donation to the the education.",8,1,0.03932505,0.44051763,0.22727272727272727,0.09523809523809525,0.05000000000000001,2.2250738585072626e-308,17.25,4.65625,1.2578125
sonicdrivein_2024,"and  bit, a little of. a,  ary # � ",2,1,0.38095862,0.44051763,0.2222222222222222,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,17.25,5.09375,1.2109375
sonicdrivein_1588,"
 know  a you re make in to but  you then the skate ",4,1,0.03748469,0.44051763,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,17.875,5.65625,1.2265625
sonicdrivein_1021,"a� i� the back you chocolate to to   to for! the store world!�️� your little inin-you-!!! your!, truck!!!!�’s a big of will say talking the  of joy. a.  now 11 ",10,1,0.04779723,0.44051763,0.11732924390200634,1.305331167223885e-308,1.305331167223885e-308,1.305331167223885e-308,19.0,5.25,1.3671875
sonicdrivein_1937,"a’s time just a smell season burger burger, it's also new dog of it# thealsaldayday #foodfood#foodad",3,1,0.107445985,0.44051763,0.1875,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,16.0,3.71875,1.2265625
sonicdrivein_1720,"for matter how flavor you you, dinner#.99, we ll going to  we’s the good deal! i@i only in     popcornoard and(  servingserve)) $.2 cup),ooked,  chicken  sandwiches  and-s-",7,1,0.05063807,0.44051763,0.02209980732181891,1.826451846136416e-309,1.826451846136416e-309,1.826451846136416e-309,16.625,4.78125,1.1875
sonicdrivein_618,when did can you seen? this? summer? the,2,1,0.065809764,0.44051763,0.22062422564614886,1.9636207881546135e-308,1.9636207881546135e-308,1.9636207881546135e-308,17.125,4.28125,1.28125
sonicdrivein_1356,in you'all get the the is are the? now now �� your vote now be the  who!  choice! the the thean the the the the the the the thean the the,17,1,0.20829706,0.44051763,0.12903225806451615,0.03333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,18.5,5.5,1.296875
sonicdrivein_1717,"you   on week, you will to em with   more of your vape and  one get one free offer chicken and  the 
what the parts more value.
  of least price.
 add this when ordering.
 available for the with this other offers.
 you for more.
",22,1,0.025018016,0.44051763,0.306029892680573,0.0783290796741943,0.03209581801284058,0.0164491067315808,17.875,5.09375,1.28125
sonicdrivein_1577,"i  dreams be filled long as may!

  from  team of friends people who@ il and  
�💄�
 our shop",5,1,0.10563171,0.44051763,0.22242705636578,1.7816998627591863e-308,1.7816998627591863e-308,1.7816998627591863e-308,18.375,5.09375,1.328125
sonicdrivein_877,it on if you you you kids are! � ,0,1,0.04335285,0.44051763,0.0,0.0,0.0,0.0,19.875,7.09375,1.28125
sonicdrivein_626,"#’ a guys we see you. we is iss your you.�  with  you your corner store! your  time!� # it #liquidfuninks #summerdrsw
",6,1,0.11941045,0.44051763,0.2273871594750492,0.11910755972502578,0.08337529180751807,0.04388173253027265,16.5,3.9375,1.2578125
sonicdrivein_413,when you like a the million jub soda at </ ings #justlimeade ,2,1,0.2955805,0.44051763,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,16.375,4.65625,1.171875
sonicdrivein_1615,the  room v v your day! get a o! v</,1,1,0.7096419,0.44051763,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,17.75,4.53125,1.328125
sonicdrivein_562,this it! and’ s a most thing way you’ to! ,0,1,0.045125946,0.44051763,0.0,0.0,0.0,0.0,16.75,4.28125,1.2421875
sonicdrivein_44,i 10 i do to the  mom   ,1,1,0.09550356,0.44051763,0.10735389901075512,1.6720924800836196e-308,1.6720924800836196e-308,1.6720924800836196e-308,16.75,5.53125,1.125
sonicdrivein_2145,a’s not2 hoffay! just be all a  wave to youron?! ,1,1,0.25636992,0.44051763,0.09048374180359597,2.0133300850710214e-308,2.0133300850710214e-308,2.0133300850710214e-308,18.25,5.28125,1.296875
sonicdrivein_1815,it  should’ this difference� of this screams new and sauce and  don your. 00    you’. it little to yourinaise. # oneour.#  #eatit#healthondeipp #sweade ,0,1,0.044766065,0.44051763,0.0,0.0,0.0,0.0,17.25,4.59375,1.265625
sonicdrivein_1000,this little little:  your to a of gold week! � ��� </ sonicisopeyou  ,3,1,0.3074031,0.44051763,0.23076923076923078,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,17.25,4.71875,1.2578125
sonicdrivein_872,col you kids is a up with this signs. ��an,2,1,0.19025846,0.44051763,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,18.5,6.3125,1.2265625
sonicdrivein_1445,now guys!  it! keep� keep in that!o!!!! a marshmallows cream!  ,1,1,0.2338566,0.44051763,0.060653065971263354,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,17.375,5.125,1.2265625
sonicdrivein_1900,"i was s a been to have a! a friends&. isn it when when just your friends  with let go back with day day with us.0% on chips.it
  #foodndogs #bestfriendsday #cornff ",9,1,0.036930133,0.44051763,0.2258064516129032,0.03333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,16.5,4.0,1.2421875
sonicdrivein_1879,i the washington by  re all a; 0 dog for  the’s day with the’ and while long! -----aa-a--,3,1,0.09834697,0.44051763,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,17.5,4.90625,1.2578125
sonicdrivein_2070,when')  at of here just  but,0,1,0.06502315,0.44051763,0.0,0.0,0.0,0.0,17.5,4.4375,1.296875
sonicdrivein_1961,i  the newy the  '' atter#  #sush #s    the the the the the the the the the the the the the the the the the  the the      the the the the the the the the  that that the the the that ,32,1,0.45948994,0.44051763,0.024390243902439022,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,17.25,4.8125,1.2421875
sonicdrivein_1801,@ is we your little something in your life. �  to to the seas a taste#-% ice pizza. yogurt. a sorbet.  have the you.  free included.  on are.  be eaten with other add.  ends only1/2/29.  stores,12,1,0.07735428,0.44051763,0.20464277087177757,0.04209794143647995,1.6392430072774216e-308,1.6392430072774216e-308,17.5,5.0,1.2578125
sonicdrivein_1331,you say it ice the new way of fun. i say going to  are guys are make me day the the to to the the the the the the the the the the the the,20,1,0.12740445,0.44051763,0.11428571428571427,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,18.5,5.9375,1.2578125
sonicdrivein_1220,"i    our,020! we on your20 of hard work and hard great of fun! �🎊� the the the  the the the the the  the the  the the the the the the the the the the the the the the the the the the the the",7,1,0.44660717,0.44051763,0.13636363636363635,0.06976744186046512,0.047619047619047616,0.024390243902439022,15.0,3.28125,1.171875
sonicdrivein_1096,"i the the the mic, a if as 1- 2, 3, � ",5,1,0.09040894,0.44051763,0.23001110365733082,2.0471667756573244e-308,2.0471667756573244e-308,2.0471667756573244e-308,15.75,3.515625,1.2265625
sonicdrivein_876,# do this in? the important thing in because��# bill# udeestis #dift ,1,1,0.076671384,0.44051763,0.07667036788577694,2.0471667756573244e-308,2.0471667756573244e-308,2.0471667756573244e-308,18.0,5.46875,1.2578125
sonicdrivein_2081,it 4   is the  day of the2 are' s -! the! drive going away  1 00 worth000 in week!  the- the      the the the   the the  the,12,1,0.14335084,0.44051763,0.18518518518518515,0.03846153846153846,2.2250738585072626e-308,2.2250738585072626e-308,16.75,4.4375,1.2265625
sonicdrivein_1155,"i  s the little-ister for you   to this    on  with, times in �  on   time only   $.99  ",2,1,0.04129287,0.44051763,0.07793883945810896,1.474067231045377e-308,1.474067231045377e-308,1.474067231045377e-308,17.0,4.0,1.296875
sonicdrivein_1818,"i the few,  you do for,  isurgers, � a? a no-. and have  you  and your,00 a baconserveron bacon..urgers.. and on:.
  until2/55/1016..  restaurants.",2,1,0.055916812,0.44051763,0.03644641232168023,9.32603531873498e-309,9.32603531873498e-309,9.32603531873498e-309,17.5,5.09375,1.2421875
sonicdrivein_586,"a’ re be a for you! more, but then time,. ",1,1,0.052897714,0.44051763,0.09048374180359597,2.0133300850710214e-308,2.0133300850710214e-308,2.0133300850710214e-308,15.6875,2.890625,1.28125
sonicdrivein_2102,i up the?thru? you? weekend? check  bar is is! </ alecream,0,1,0.25791028,0.44051763,0.0,0.0,0.0,0.0,17.375,4.96875,1.2421875
sonicdrivein_1638,i years the better than one.  when the   your and and the hour and the price price! celebrate your chances,10,1,0.05124693,0.44051763,0.2853688273502142,0.1001294131053383,2.1165557258994466e-308,2.1165557258994466e-308,16.875,4.875,1.203125
sonicdrivein_1898,"this best you eat the the end you eat  the by and the you'  your  to have get a the variety, a",11,1,0.048338246,0.44051763,0.3320366241026409,2.031716533983919e-308,2.031716533983919e-308,2.031716533983919e-308,19.0,5.75,1.328125
sonicdrivein_1404,why’ it the the # icy hot-cha”    dance cha! now with  and to hit your day buds explode! ��  straw to your drink! get us the the fun# apersp! #  up* no your on by  you for options ie,13,1,0.037880708,0.44051763,0.13164541513656206,0.013510976816647159,1.142391010069532e-308,1.142391010069532e-308,17.75,4.625,1.3125
sonicdrivein_862,"what thes new a halloween’? �� is, check your’.90 off on from over long
�
! @1777!7 get up! the special other events events events promotions!
 day dog is $0.50.
 included included",5,1,0.06003393,0.44051763,0.04618741177771418,0.019070931314669082,0.009853314512579026,6.57730576247695e-309,17.125,4.53125,1.265625
sonicdrivein_766,"i, required for just�  the new the now .. the offoff drinks and week long  day. ",6,1,0.048665576,0.44051763,0.2072572795451001,1.844651018804537e-308,1.844651018804537e-308,1.844651018804537e-308,18.25,5.09375,1.3125
sonicdrivein_1909,"the more of the burgers coming than one., the theanan the the the thean the",2,1,0.176502,0.44051763,0.13333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,17.0,5.1875,1.171875
sonicdrivein_2001,yes wants the most?  around '' achbutter irls #justplay#s #yirl #ycream #ice� #ice� ,1,1,0.21710943,0.44051763,0.07692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,16.5,3.6875,1.28125
sonicdrivein_1661,i’s not best. you’ allt wait talking.. so“ akeancon   �  the,1,1,0.09545571,0.44051763,0.0909090909090909,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,17.75,4.78125,1.296875
sonicdrivein_1504,"you, that, from � i you my and  is like!!  do board do you waitinging on on?? ",3,1,0.029092638,0.44051763,0.11092625221822057,2.0979623842800395e-308,2.0979623842800395e-308,2.0979623842800395e-308,18.875,5.875,1.296875
sonicdrivein_964,"a the a  delivery buddy the,! �� ",0,1,0.4396511,0.44051763,0.0,0.0,0.0,0.0,19.0,6.8125,1.2109375
sonicdrivein_932,a  grill are the for both your food cold cold. just</ isope   ,3,1,0.0830291,0.44051763,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,17.875,5.0625,1.28125
sonicdrivein_1718,"what a burger and because’s a for the's annual hour!�   your102 off off! the103 pm.! ''whyi+ sales on!
.
  by location.
 all. more.
",3,1,0.056195557,0.44051763,0.09211587217797475,0.0321009857589912,1.5713954133821954e-308,1.5713954133821954e-308,17.625,4.34375,1.328125
sonicdrivein_1721,"we for ready, ready the i me for the’s  hour.�  and. 7:4pm. #
i
 food on   .   by location.  you for more. ",6,1,0.032981817,0.44051763,0.18106897043033215,0.037938260471117216,1.772724063841969e-308,1.772724063841969e-308,17.25,4.625,1.265625
sonicdrivein_1873,"here up! the the  and delicious,. the,. a new  cheese.. ",1,1,0.22444727,0.44051763,0.060653065971263354,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,18.75,6.25,1.2421875
sonicdrivein_570,i’ the  this! with single! we,1,1,0.089830235,0.44051763,0.11942188509563156,1.594335087959687e-308,1.594335087959687e-308,1.594335087959687e-308,18.25,5.0625,1.3125
sonicdrivein_2169,soating the flag- school week! a cleaning #02 ofsecond-   the!  you. ,0,1,0.15628941,0.44051763,0.0,0.0,0.0,0.0,18.625,5.625,1.296875
sonicdrivein_1258,"i best  coming! ��  my calendars, the,  12th ''
 can get it   to the delivery and delivery. just bring your order in the -thru. a special! thethe to-0 day.  included included.  1. of of",9,1,0.039473604,0.44051763,0.05407565245912008,0.0061904787326938805,4.545509891921566e-309,4.545509891921566e-309,16.375,3.90625,1.2421875
sonicdrivein_1924,"a ago  long long time of long the  holidays with a� pound on pound of long tails dogs.  the long the,2/22. 1  # air #the� aaa",11,1,0.10829434,0.44051763,0.2692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,17.125,4.96875,1.2109375
sonicdrivein_1314,"i the love with and i a'0% on chips on the. the next.#�� by the store-thru and the! a special! too be in toes in the# thebe.. 
# year dog is $0¢�,
 included included.
 ends until for monday",16,1,0.04091349,0.44051763,0.11273229334594478,0.016539873155003486,6.808451285341496e-309,6.808451285341496e-309,16.25,4.4375,1.1875
sonicdrivein_1505,"the is is kids players is the most of the, ish! they all  this game game, they  on the car of the car tos car to run up door to get out with the favorite fast. thea.,
�️  this a you? that??? your friends?",22,1,0.024752285,0.44051763,0.2875292067190249,0.05192045866882528,0.01771888668856736,1.655884926048509e-308,16.5,4.6875,1.1875
sonicdrivein_1423,"this is s the favorite?,? or  or cola,, bull  ice, cherry you want it up the can? � � ",7,1,0.055727556,0.44051763,0.2496656526359045,0.0527071933342465,2.110993164779763e-308,2.110993164779763e-308,17.125,4.53125,1.2578125
sonicdrivein_1379,a many better fun you get? � � � # theison    ,1,1,0.42913222,0.44051763,0.0909090909090909,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,18.375,5.84375,1.2578125
sonicdrivein_339,thisms  i  a list our. �  by the2055/ get your first a on. you  for . the morning store� ,5,1,0.0840718,0.44051763,0.19189814540137762,0.04051183069584638,1.622552677948798e-308,1.622552677948798e-308,17.875,5.4375,1.2421875
sonicdrivein_1628,i  love  buturgers are a. ''here the in any bite  the long.. the aa mealsurgers.  -useron urgers are   waiting.  free included.  toon are.  be combined with other add.  ends for through thursday1/,9,1,0.05108713,0.44051763,0.15163266492815836,0.05869651545606129,0.04043537731417556,0.020914850334918394,17.0,4.8125,1.2109375
sonicdrivein_1544,"i lot, for the, otst   long you be your#ttaterlove?   the the the the the the the the the",1,1,0.21667013,0.44051763,0.05555555555555554,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,16.125,4.28125,1.1875
sonicdrivein_798,a got  up the the and the� ,0,1,0.45846397,0.44051763,0.0,0.0,0.0,0.0,11.1875,7.71875,0.34765625
sonicdrivein_1676,"i are better up good today here, the � ",1,1,0.13389009,0.44051763,0.09942659075715217,1.991083571408152e-308,1.991083571408152e-308,1.991083571408152e-308,18.0,5.34375,1.265625
sonicdrivein_428,i is we had you there have having to do a first easier little better?,5,1,0.03032491,0.44051763,0.3333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,17.125,4.03125,1.3125
sonicdrivein_1965,"they  the  end of the day, the’ a little littley </ ush </ ad#n #eatingicious,, the the the the the the the the the the the",16,1,0.33654407,0.44051763,0.15384615384615385,0.07999999999999999,0.041666666666666664,2.2250738585072626e-308,17.375,4.25,1.3125
sonicdrivein_981,when’ s a new way to just” _ats just just@kkyale  @tomtheteam #kfight #foodgips,1,1,0.45796534,0.44051763,0.07692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,17.25,4.875,1.2421875
sonicdrivein_1654,this new  between the and turkey  to  the are you on? ,7,1,0.038877524,0.44051763,0.4547743189500984,0.1667505836150361,0.09263921311946448,1.8551618224632315e-308,16.625,4.59375,1.203125
sonicdrivein_1913,the  of!’ s got in you1 )!! the.  the cheese with  $0 cents. the long!  do,1,1,0.124329254,0.44051763,0.04572597680916511,1.627898810444522e-308,1.627898810444522e-308,1.627898810444522e-308,17.375,4.75,1.265625
sonicdrivein_594,"i know this? you got a balls, you",3,1,0.5082627,0.44051763,0.25,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,17.5,4.875,1.265625
sonicdrivein_2004,yeah  the.  for you is! ''  #s #s #scream #ice� #ice� a,0,1,0.17525034,0.44051763,0.0,0.0,0.0,0.0,16.75,4.1875,1.2578125
sonicdrivein_2007,"when it the??? you �? is �? ’’t say which  can me.
''  #iceup#dance
#icecream #ice� #ice� ",3,1,0.18007514,0.44051763,0.12399150399935213,1.563378107280424e-308,1.563378107280424e-308,1.563378107280424e-308,16.0,3.71875,1.2265625
sonicdrivein_1476,why have re not close for you the guys fans out there. we us favorite inthru with.  the us so’re there for them.a,5,1,0.034900445,0.44051763,0.21739130434782608,0.04545454545454546,2.2250738585072626e-308,2.2250738585072626e-308,16.75,3.8125,1.296875
sonicdrivein_454,@ the i’’ t have for dr for for much the was drive on </ thehopfail #tofokes ,2,1,0.17456499,0.44051763,0.0588235294117647,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,16.5,3.921875,1.2578125
sonicdrivein_838,"i a dog  to,00 with your of you buy the .4.. the cart cart! � #   44 #lroute4 ",6,1,0.0622907,0.44051763,0.24856647689288047,1.991083571408152e-308,1.991083571408152e-308,1.991083571408152e-308,17.0,4.5625,1.2421875
sonicdrivein_1543,if’ n of the most kids to get the eat new menu o  and she  was it all.   thean,9,1,0.023951268,0.44051763,0.3789842636851617,0.100009736250251,2.002761447539757e-308,2.002761447539757e-308,16.75,3.984375,1.28125
sonicdrivein_461,when new-  meal is by the who waves in i�   in  of!!.com!,1,1,0.041937288,0.44051763,0.0649000652559504,1.7328892633971685e-308,1.7328892633971685e-308,1.7328892633971685e-308,18.5,5.96875,1.2578125
sonicdrivein_1052,i  the i you?  your�️  the a your know your other personality in their your which you you tick,3,1,0.046998784,0.44051763,0.1421190988819356,2.002761447539757e-308,2.002761447539757e-308,2.002761447539757e-308,17.875,4.71875,1.3125
sonicdrivein_1547,and ’t help this day perfect day for a the   �� your drink and get out the the  sushi ever! /,6,1,0.07334731,0.44051763,0.2270230844841611,2.121601148366249e-308,2.121601148366249e-308,2.121601148366249e-308,17.5,5.78125,1.171875
sonicdrivein_673,what   my! the nick store for�  and!  adding you new of favorites! the   list!,2,1,0.039441638,0.44051763,0.08067401742967989,1.25653953070478e-308,1.25653953070478e-308,1.25653953070478e-308,18.625,6.1875,1.2421875
sonicdrivein_1968,and and up your day with this  party ie #  #love #foodush  the,3,1,0.29712704,0.44051763,0.23076923076923078,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,17.625,5.03125,1.265625
sonicdrivein_776,when says a dog? you can a dog doginger?o????  the,4,1,0.0772077,0.44051763,0.2963272882726872,1.6483752567447546e-308,1.6483752567447546e-308,1.6483752567447546e-308,19.0,5.53125,1.34375
sonicdrivein_864,"theonge,, )     is what best i i� ",1,1,0.105189614,0.44051763,0.12383969996431167,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,17.5,5.5625,1.203125
sonicdrivein_672,a first end on  to to  it bite taco on dareie! summer. seeuncune... '' patch kids  the sour of theeliciousz international... with a from  phone is in all locations.  and vary by #.99. the a and.,11,1,0.03320182,0.44051763,0.12483794714981905,0.028534387919958635,1.1110946110110945e-308,1.1110946110110945e-308,17.5,4.9375,1.2578125
sonicdrivein_496,1 many you feel your?. c  ,1,1,0.2681745,0.44051763,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,9.4375,5.8125,0.36328125
sonicdrivein_1042,i trying and the restaurant restaurant and we for   time.. ics.ons.com  the,1,1,0.0448869,0.44051763,0.07054014374088449,1.8834843577582417e-308,1.8834843577582417e-308,1.8834843577582417e-308,18.0,6.0,1.203125
sonicdrivein_1814,"i the,  ice and it chicken! a bowls a you3 he   a�� it now the!! # onsourday  eat #eatof#eatm#mango #lemonade     your   the the the   ",3,1,0.08755112,0.44051763,0.07667036788577694,2.0471667756573244e-308,2.0471667756573244e-308,2.0471667756573244e-308,17.5,5.125,1.2421875
sonicdrivein_371,@ what m be you hair at the just  bit often! ,1,1,0.042298794,0.44051763,0.0909090909090909,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,17.25,4.09375,1.3125
sonicdrivein_987,i the time you the! texas i they’ a of time before the trip-!!! texas!  your hands out the the  center!!  the 24th! 10- to– 1pm! ,6,1,0.052727357,0.44051763,0.08162349777739174,1.5740253632514663e-308,1.5740253632514663e-308,1.5740253632514663e-308,17.0,4.5,1.2421875
sonicdrivein_1857,"this doggers i!! hot because, 0!  on the and my! instagram for more#0%% more,! dogs! no the trimmings you a",5,1,0.059266478,0.44051763,0.1721415952850116,1.9151388181520816e-308,1.9151388181520816e-308,1.9151388181520816e-308,17.0,4.5625,1.2421875
sonicdrivein_1686,"alesque are. tacos. pizza. pizza. pizza you ’ t get between, just one all. aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",2,1,0.37669775,0.44051763,0.13333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,16.0,3.484375,1.2578125
sonicdrivein_1310,this  thing get your  in. the winter. � ,2,1,0.05758318,0.44051763,0.17182231969774306,1.5292694074701025e-308,1.5292694074701025e-308,1.5292694074701025e-308,16.25,4.3125,1.1875
sonicdrivein_1083,when’ this  onarella.ing over the.  is’s for little better special. �� ���.  onday ,3,1,0.07184049,0.44051763,0.18321292103491182,1.7665365515873297e-308,1.7665365515873297e-308,1.7665365515873297e-308,16.25,4.28125,1.203125
sonicdrivein_1390,"i canre got to,0 to to get it your life menu the.
 your  snacks� of!! they’s too late! �
# i included*
 you for details!, to",11,1,0.038853213,0.44051763,0.28559525780095474,0.03300211867922145,1.835803788712246e-308,1.835803788712246e-308,17.5,4.4375,1.296875
sonicdrivein_1969,"in :  a#  , it drinking. you happens. #baeush #sl #bdrink#b ##########",0,1,0.10354954,0.44051763,0.0,0.0,0.0,0.0,17.25,4.75,1.2421875
sonicdrivein_1649,why ’t have a by you you can buy a� a of. a cream.os. over long. so is a the same thing.  away a. a home30 � ��♀️  up promo to the 15th 2018.  ,9,1,0.06743274,0.44051763,0.0918043631585828,0.047293156778663865,0.024385533963998552,8.68153826384547e-309,15.875,3.890625,1.203125
sonicdrivein_1888,i the way  are  meal got a betterier! the� of on chicken chicken a wings and mac slaw potato chicken chicken,3,1,0.041002348,0.44051763,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,18.75,6.15625,1.265625
sonicdrivein_789,i foodosies is are we’ this at we� we�</ moteseboversday.,0,1,0.055457354,0.44051763,0.0,0.0,0.0,0.0,18.375,5.78125,1.2578125
