image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,loss
bokete_108747,"the  i    of wanted to  you  me, that, then ll all  but",2,1,0.03111189,0.33078244,0.12980013051190084,1.7328892633971685e-308,1.7328892633971685e-308,1.7328892633971685e-308,5.625
bokete_107796,i was my that the was what much times i was the in the were seet see away of than the,3,1,0.03237567,0.33078244,0.14285714285714285,0.05000000000000001,2.2250738585072626e-308,2.2250738585072626e-308,4.625
bokete_92156,"i,:s  control  control girl guyguy guy that, me in i time i i me to it!  control. will me. ",1,1,0.037537705,0.33078244,0.04737303296064521,2.002761447539757e-308,2.002761447539757e-308,2.002761447539757e-308,7.5625
bokete_97621,"i i met up for the, i said to big from day i i  me me i",8,1,0.03741231,0.33078244,0.23529411764705885,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.46875
bokete_32810,"i s a,  you say said of, i  s just  just of, i",3,1,0.1539502,0.33078244,0.07122777528017817,2.060331790082205e-308,2.060331790082205e-308,2.060331790082205e-308,4.59375
bokete_105596,i m going going to tell it. i m going to find it. you'm going to find it.'m going to find it. i'm going to do it.'m going to do it.'m going to do it.'m going to do it,25,1,0.9286958,0.33078244,0.1486405531078156,0.08542920210196558,0.03760204262403118,0.012882181269344012,0.78125
bokete_9164,"i, i, we, we, no, no, no, no, no, no, no, no, no, no, no, no, no, no; no; no; no; no; no; no; no; no; no; no;!,,",13,1,0.5745241,0.33078244,0.4642857142857143,0.4444444444444444,0.4230769230769231,0.4,0.81640625
bokete_57046,"``, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",31,1,0.80748063,0.33078244,0.5694987458372732,0.5689061352796901,0.5682740173516017,0.567598305083645,0.2001953125
bokete_30813,"i m not to show to the front, but i m sure to get to the head,  but then m going to have sure the head  ",9,1,0.037733294,0.33078244,0.30769230769230765,0.12000000000000001,2.2250738585072626e-308,2.2250738585072626e-308,3.234375
bokete_11955,"they ) 1,,) i the other,0th,, the friendship, this other, we guy was we left in in a. back.  was like be in important do. ",5,1,0.030916736,0.33078244,0.1363430062345938,1.8960828685180466e-308,1.8960828685180466e-308,1.8960828685180466e-308,5.1875
bokete_39715,"i one first,,, i have me about her wig of wings, the,  me, going, i amm going of you'm losing of i'm losing. i'm tired. i'm tired. i'm tired. i'm tired. i'm tired. i'",9,1,0.062026314,0.33078244,0.09305467804575418,1.005688581724027e-308,1.005688581724027e-308,1.005688581724027e-308,3.328125
bokete_54983,if well  that s going if you  a  a little way. 't it? '' i  i s not not you don it test..    ,7,1,0.028833175,0.33078244,0.2608695652173913,0.04545454545454546,2.2250738585072626e-308,2.2250738585072626e-308,4.4375
bokete_53004,"``  how much times i  to your of me house, you head are head are n together with the of the game. your future. soon my,,, my the the the the the the the to to my that that my,, the the to your your your to,, the your the",25,1,0.070741795,0.33078244,0.18000000000000002,0.020408163265306117,2.2250738585072626e-308,2.2250738585072626e-308,4.5
imgflip_25,"i me of them that said this the internet y company, the one one i ones. you..   you. the",4,1,0.032099817,0.33078244,0.16181484770394436,1.7102374408358077e-308,1.7102374408358077e-308,1.7102374408358077e-308,6.28125
bokete_14643,"and the moment of the experiment,, i brother  who   had,  me a sound iar and aaaaa",6,1,0.22654396,0.33078244,0.35227989855505343,0.06262753752089839,2.090263448406506e-308,2.090263448406506e-308,5.21875
bokete_11122,"if  at my re sitting in, i, i mom is in big for i i football iss football is in. ",3,1,0.027688153,0.33078244,0.15,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.25
bokete_32787,"i, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. no. no. no. no. no. no. no. no. no. no.",31,1,0.82672304,0.33078244,0.2912091722407087,0.2862885871490838,0.2810399630513506,0.27542936487791164,0.59375
imgflip_692,you can i going to have this of done in i the wass a big with to the   ,5,1,0.031843875,0.33078244,0.2222222222222222,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.28125
bokete_31066,``  you going to tell a to go a?  s a.    up your night.  on! ,4,1,0.49733377,0.33078244,0.20424755689723964,0.10941833405209267,0.05891756448958836,1.704247123185085e-308,5.1875
bokete_51714,``  well     is for man of your.  until minute   m going to to. a,4,1,0.059971392,0.33078244,0.2306050705729684,1.7958965995989704e-308,1.7958965995989704e-308,1.7958965995989704e-308,4.5625
bokete_14445,"the only of the income  who was he doing job, a deep,,, and to a fact of a'' ison. and was it stop. months. he the is to to to is to to to to to to the the the the the to to to to to the the the the to the",18,1,0.04335628,0.33078244,0.1320754716981132,0.019230769230769235,2.2250738585072626e-308,2.2250738585072626e-308,7.125
bokete_30359,i m not sorry to it    if s told a a   't it?  m got a light up   is    to to to is is   to boy boy to  the the is  the   than than is to the   to boy,10,1,0.046084918,0.33078244,0.07692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.6875
bokete_19098,i name were really to i  i guy i m be it race and the bike! i the,7,1,0.051625174,0.33078244,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.9375
imgflip_379,the who the power who i got n know it that i  i the   i the the the the the,12,1,0.22947763,0.33078244,0.15,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.1875
imgflip_96,"i been that you; out. i  nasbar  to, quot;  out the,00, it, you. to get her.. ",1,1,0.039925177,0.33078244,0.04572597680916511,1.627898810444522e-308,1.627898810444522e-308,1.627898810444522e-308,8.3125
bokete_108093,"i i, i, i right, i right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right. all right. all right.  the the the",30,1,0.4890456,0.33078244,0.7368421052631579,0.6486486486486487,0.6388888888888888,0.6285714285714286,0.66015625
imgflip_178,"i   the look in, you you think so happy,,  i to jump a thethe world. a clothes. i you  a joke. i",12,1,0.030990854,0.33078244,0.2379614435098428,1.941433220050148e-308,1.941433220050148e-308,1.941433220050148e-308,6.6875
bokete_82028,"you and the machine  the s  is, was the end of the day, and more  came me rest  will came to to the sky. well was was the the the was was was the the the the the the the the the the the the the the the the the the the the the the the",35,1,0.38174552,0.33078244,0.14285714285714285,0.05454545454545455,0.037037037037037035,0.018867924528301883,6.84375
bokete_81637,`` s not that you who  the game and i you for your chance job in i you going to the next? ,8,1,0.04256252,0.33078244,0.3181818181818182,0.047619047619047616,2.2250738585072626e-308,2.2250738585072626e-308,4.84375
bokete_19960,before m a of being   and i  cream so  and  a  and is a  and is a   is a   is ice   is ice   is ice  ice is ice  ice is ice  ice is ice  ice is ice   the the,24,1,0.16075931,0.33078244,0.5322555580198114,0.14250320432109362,2.008174313026436e-308,2.008174313026436e-308,3.140625
bokete_37091,"i,, i</ i; >gt; i,i&lt;/i&gt;lt;i&gt;lt;i&gt;& i&lt;i&gt;lt;i&gt;& i&lt;i&gt;lt;i&gt;& i",0,1,0.75435746,0.33078244,0.0,0.0,0.0,0.0,2.59375
bokete_109288,"i s a, `` i is a last of the last.  i wass going, `` i is the last of the ground.  is is is the the the is Company the, the the Company boy boy the the the, the is the the is the the,,, the is",26,1,0.34458804,0.33078244,0.16666666666666669,0.08510638297872339,2.2250738585072626e-308,2.2250738585072626e-308,3.59375
bokete_10315,"i m trying sure to forget to bed, but m afraid to find home a, but justm afraid to find into the, and s in to find to a. and m in to find to school. i m not to find to school. i'm going to find to school.",15,1,0.038188178,0.33078244,0.07960257220516742,0.01083479455014779,0.005532661046883979,5.78597234779939e-309,2.890625
bokete_95901,"i,, i you want a the like me, you re like a little for me. butIt--",5,1,0.06475061,0.33078244,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.90625
bokete_37624,i s a a to happen. it's not going to work. it's going going to work. it's going going to be. itaaaaaaaaaaaaa,15,1,0.5310113,0.33078244,0.6363636363636364,0.42857142857142855,0.3,0.21052631578947367,1.2265625
bokete_14801,"`` 't have to have having of it, but i re trying fighting up and the  house, and-------- the the the----- the-- the the",4,1,0.1029724,0.33078244,0.16666666666666669,0.08695652173913045,0.04545454545454546,2.2250738585072626e-308,4.59375
bokete_29966,"`` me say you what  i me, i you take it a the  Iaaa thea",3,1,0.15447602,0.33078244,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.6875
imgflip_482,if is sitting looking when in in i are you looking sit when  me while i you looking stop in  your like aaaaaaaaaaaaaaaaaaaaaaaa,1,1,0.0456447,0.33078244,0.043478260869565216,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,7.21875
bokete_79874,"i i  i  t try my to i  like picture  if i  it eye,, ItItItItIt the the",6,1,0.046957374,0.33078244,0.11764705882352941,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.3125
bokete_42129,"she 't think up second  i   `` i on me, this, and and",3,1,0.10674245,0.33078244,0.14245555056035633,2.060331790082205e-308,2.060331790082205e-308,2.060331790082205e-308,5.1875
bokete_18162,"`` moment of the is  is saying, the left left   i  voice i says me. said me lose saying.  the the the the,, the than the the the than than the the the the the the than than the the the, the the the the the the the the the the the the",30,1,0.18314856,0.33078244,0.05660377358490567,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.8125
bokete_8481,"i only i, last comes  locked for not love, locked out a, and  out out by by a empty woman. has, `` i re out! go! that that that him the he him him that that the the the the the the the the that him him the the the the the the",19,1,0.101499304,0.33078244,0.09433962264150944,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.28125
bokete_17586,"it is have the they  and have it up, and re have for it with a, andItItItItItItItIt",6,1,0.14361525,0.33078244,0.23529411764705885,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.625
bokete_35280,"now i  like be a a   come,! i</ i to, you  to money  a",4,1,0.07122594,0.33078244,0.21428571428571425,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.40625
bokete_93285,"i first   a with the  when  i  a with and i i  my, and my in and and my so, and... my  you.  i m be.. ItItItItItItItItItItIt",9,1,0.27202567,0.33078244,0.1916229681851686,1.918688657392744e-308,1.918688657392744e-308,1.918688657392744e-308,5.21875
bokete_43636,"i one no, no, i, no, no, it, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no! no! no! no! no! no! no  the ",21,1,0.57580453,0.33078244,0.6363636363636364,0.5625,0.4838709677419355,0.4,1.015625
bokete_23858,"he next carab  a legs  the car left  the legs s car, i s a i next one s a and i  t be. i,,,,, the the the the the the,,, the,, the,,,",8,1,0.29546404,0.33078244,0.12121212121212123,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.65625
bokete_43870,"it the, i s say who the question  i i all, i the voice to the person the  and people the the the the the the,, the the the the the the the the the the people people the people the the the people the the the the the the the the,,, the the",34,1,0.3524651,0.33078244,0.05555555555555554,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.28125
